temperatur,9.100849078378356
ace,8.896352410543818
vielleicht,9.356578683588916
twin,8.941541184310072
everytim,7.307159129544642
butter,8.646085300783902
larm,9.792163560271845
birthday,8.296636143132634
trail,7.261421450548576
winner,8.219075159838981
kommt,8.2924483461692
papa,8.054015913568485
makin,6.472602479928399
bloom,7.798088394228952
crumbl,7.5281440434124836
deal,5.925239371980972
realli,3.5702991538155326
whether,7.598779586005544
jesus,6.306103370228672
finest,8.780386392495492
ley,10.45611435713983
don’t,7.804037660560137
crawl,5.888429847850509
christian,8.33919660536068
uh,6.101764784560091
lyric,6.050475555863237
caminar,9.757116613172645
blur,8.31350996169703
hello,6.626185743346197
coin,8.711673642411478
lua,10.55297589639242
disagre,9.029413940335406
blacken,8.33919660536068
piel,7.951411428334133
&,6.031157378663457
year,3.9362228639440793
ahí,9.322021461552549
voll,9.689477896297282
shame,5.742761320195575
present,7.203264644991519
request,9.223055010751526
tenert,10.02246117969364
slave,6.574424315656454
experi,8.086276277291084
puedo,7.2696302638241095
blow,4.725015770005621
diss,8.387510543140808
at,1.9494010624315259
li,9.215106257636036
kad,11.968013395671264
stand,3.3975954427450494
col,9.864919902707161
port,8.432882050902114
menschen,9.722900897834732
faz,9.57315377833005
deck,8.451437869930357
dado,10.036400370651513
p,7.858714753180451
pude,9.804037660560137
everyon,4.887639979207243
each,4.645083776938828
california,7.951411428334133
cri,3.4056296208361663
ar,9.49408220733885
ven,8.67850677847628
mo,7.65681170737696
steer,8.846383951269733
apathi,8.988191277608893
cut,4.775994623378334
te,4.660854760114241
side,4.052244648716292
blanco,9.792163560271845
star,4.075892259393085
pleas,3.924024129701433
movin,7.086276277291083
tout,6.57824265500285
askin,8.588474577613805
graveyard,8.877410846890356
mail,8.563029561056341
height,8.428280148943104
infect,8.115570584085122
built,6.476160299341589
consequ,8.271689786002403
bled,8.822034089853984
medic,8.968013395671264
hon,9.877410846890356
masquerad,9.365348893216648
crippl,8.810011561604771
sang,7.195423891774336
ihr,7.36975407233665
wrong,3.6740734844708416
coeur,8.547975215334054
sä,10.137938397113576
espera,9.153045289503785
pictur,5.3103310510295225
burnin,7.786262958832161
hallelujah,9.271689786002403
guard,7.34352253076347
locura,9.678506778476278
owe,7.834157648936473
was,1.890455862352659
fact,5.965510888468093
write,5.485690937079711
baila,10.036400370651513
sink,6.17023180032046
się,10.968013395671264
one,1.724134196473216
vient,9.852536178251327
glitter,8.896352410543818
risa,9.722900897834732
televis,8.414561867695324
willst,9.071849206655804
chill,6.56681782154605
cross,5.128576293909885
moin,9.356578683588916
allah,9.734216211062567
sew,9.071849206655804
ultim,8.810011561604771
destruct,7.166394843162804
perdu,9.45611435713983
quest,8.036400370651513
came,4.060900179116252
damag,7.664909175075556
cara,8.036400370651513
här,9.614376441056562
crash,6.279957401986003
yellow,7.23506086401168
fascin,9.100849078378356
fore,8.739907323140422
dr,8.822034089853984
corp,8.774533666250054
nickel,9.050475555863237
maze,8.451437869930357
forgiven,9.16065847361366
plea,8.79808839422895
vad,9.474973384391147
ander,8.61961308942271
limit,7.391984019720115
uhhuh,9.19933894177772
lune,10.02246117969364
der,5.978067060335187
wasteland,9.41912014965763
tien,7.029413940335406
retir,8.909119706617695
throne,7.437498678972483
hall,6.647421748346716
smash,7.271689786002403
also,7.326296116652874
fold,7.664909175075556
sonn,9.108191053719523
concret,7.843317648221949
mad,5.296636143132634
bug,8.082655961612387
drug,6.408884193933374
pool,7.412288116175204
mere,8.528144043412484
broke,5.624868814874205
this,1.3637690617953953
world,2.632457622753126
war,4.632126843193982
easier,7.843317648221949
sus,7.82505544182922
aliv,4.818642615034213
shelf,8.20720105955069
travel,6.1568468596636405
revel,8.179869077579495
pens,9.043420798329286
